Location,Reach Number,Above,Washer #,Color,Species,Length(TL_,Length Yes no ,Length (mm),Depth,Velo,Substrate,PercentCover,InstreamCover,Densio,MacroHab,Undercut,%LWD,%Aquatic Veg,%None,Latitude,Longitude,Desert Sucker,Desert Sucker Abund,RoundtailChub,RoundtailChub Abund,Sonora Sucker,Sonora Sucker Abund,SpeckedDace,SpeckledDaceAbund,Bass,Bass Abund
7,4,1,Available,Available,Available,Available,Available,Available,0.44,0.55,4.8,0.875,0,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
7,4,1,Available,Available,Available,Available,Available,Available,0.32,1.52,4.4,0.416666667,0,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
7,4,1,Available,Available,Available,Available,Available,Available,0.31,0.41,4.9,0.583333333,0,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
7,4,1,Available,Available,Available,Available,Available,Available,0.36,0.37,4.5,0.833333333,0,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
7,4,1,Available,Available,Available,Available,Available,Available,0.27,0.84,5,0.666666667,0,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
7,4,1,Available,Available,Available,Available,Available,Available,0.34,0.11,3.8,1,0,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
7,4,1,Available,Available,Available,Available,Available,Available,0.45,0.56,4.7,0.5,0,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
7,4,1,Available,Available,Available,Available,Available,Available,0.06,0.17,5,0.625,0,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
7,4,1,Available,Available,Available,Available,Available,Available,0.1,0.37,5,0.875,0,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
7,4,1,Available,Available,Available,Available,Available,Available,0.24,0.34,4.9,1,50,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
7,4,1,Available,Available,Available,Available,Available,Available,0.12,0.06,4.3,1,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
7,4,1,Available,Available,Available,Available,Available,Available,0.42,0.01,3.9,1,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
7,4,1,Available,Available,Available,Available,Available,Available,0.4,0.05,5,0.625,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
7,4,1,Available,Available,Available,Available,Available,Available,0.55,0.44,4.1,0.625,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
7,4,1,Available,Available,Available,Available,Available,Available,0.65,0.44,5,1,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
7,4,1,Available,Available,Available,Available,Available,Available,0.1,0.04,5,1,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
7,4,1,Available,Available,Available,Available,Available,Available,0.84,0.37,3.8,0.541666667,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
7,4,1,Available,Available,Available,Available,Available,Available,0.7,0.42,4.1,0.625,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
7,4,1,Available,Available,Available,Available,Available,Available,0.74,-0.02,3.7,0.791666667,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
7,4,1,Available,Available,Available,Available,Available,Available,0.48,0.24,4,0.583333333,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
7,4,1,Available,Available,Available,Available,Available,Available,0.16,0.11,3.6,0.916666667,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
7,4,1,Available,Available,Available,Available,Available,Available,0.5,0.2,1,0.625,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
7,4,1,Available,Available,Available,Available,Available,Available,0.78,0.28,4.2,0.916666667,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
7,4,1,Available,Available,Available,Available,Available,Available,0.6,0.36,3.9,0.791666667,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
7,4,1,Available,Available,Available,Available,Available,Available,0.64,0.25,4.5,1,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
7,4,1,Available,Available,Available,Available,Available,Available,0.63,0.03,3.8,0.833333333,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
7,4,1,Available,Available,Available,Available,Available,Available,0.98,0.31,4.8,0.708333333,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
7,4,1,Available,Available,Available,Available,Available,Available,1,0.04,3,1,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
7,4,1,Available,Available,Available,Available,Available,Available,0.62,0.67,1,0.875,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
7,4,1,Available,Available,Available,Available,Available,Available,0.36,0.05,1,1,70,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
7,4,1,Available,Available,Available,Available,Available,Available,0.29,-0.09,4.8,0.833333333,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
7,4,1,Available,Available,Available,Available,Available,Available,0.39,-0.02,3.1,0.541666667,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
7,4,1,Available,Available,Available,Available,Available,Available,0.32,0.04,3.7,0.541666667,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
7,4,1,Available,Available,Available,Available,Available,Available,0.61,0.05,4.5,0.875,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
7,4,1,Available,Available,Available,Available,Available,Available,0.28,0.64,5,0.916666667,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
7,4,1,g13,green,Speckled Dace,3,yes,76.2,0.52,0.56,4,1,0,24,riffle,N,0,0,100,N 34.23.085,W 111.39.500,,,,,,,1,1,,
7,4,1,g15,green,Speckled Dace,3.5,yes,88.9,0.39,0.04,4,0.458333333,0,11,riffle,N,0,0,100,N 34.23.096,W 111.39.510,,,,,,,1,1,,
7,4,1,g19,green,Speckled Dace,3,yes,76.2,0.41,0.35,4,1,0,24,riffle,N,0,0,100,N 34.23.085,W 111.39.501,,,,,,,1,1,,
7,4,1,g20,green,Speckled Dace,3,yes,76.2,0.27,0.02,5,0.75,0,18,riffle,N,0,0,100,N 34.23.089,W 111.39.505,,,,,,,1,1,,
7,4,1,g29,green,Speckled Dace,3,yes,76.2,0.4,0.06,4,0.708333333,0,17,riffle,N,0,0,100,N 34.23.083,W 111.39.500,,,,,,,1,1,,
7,4,1,g33,green,Speckled Dace,3,yes,76.2,0.56,0.15,5,0.875,0,21,riffle,N,0,0,100,N 34.23.084,W 111.39.501,,,,,,,1,1,,
7,4,1,p12,pink,Speckled Dace,3,yes,76.2,0.56,0.24,1,0.833333333,40,20,run,N,0,40,60,N 34.23.104,W 111.39.517,,,,,,,1,1,,
7,4,1,p29,pink,Speckled Dace,3,yes,76.2,0.38,0.05,5,1,0,24,riffle,N,0,0,100,N 34.23.097,W 111.39.512,,,,,,,1,1,,
7,4,1,p38,pink,Desert Sucker,5,yes,127,0.6,0.29,4,0.833333333,0,20,run,N,0,0,100,N 34.23.122,W 111.39.530,1,2,,,,,,,,
7,4,1,p49,pink,Sonora Sucker,6,yes,152.4,0.56,0.12,5,0.583333333,0,14,riffle,N,0,0,100,N 34.23.092,W 111.39.507,,,,,1,1,,,,
7,4,1,p8,pink,Sonora Sucker,4,yes,101.6,0.6,1.1,4,0.916666667,0,22,run,N,0,0,100,N 34.23.099,W 111.39.518,,,,,1,1,,,,
7,4,1,y1,yellow,Desert Sucker,5,yes,127,0.36,0.51,4,0.791666667,0,19,riffle,N,0,0,100,N 34.23.088,W 111.39.504,1,9,,,,,,,,
7,4,1,y12,yellow,Speckled Dace,3,yes,76.2,0.62,0.67,4,1,0,24,riffle,N,0,0,100,N 34.23.091,W 111.39.506,,,,,,,1,2,,
7,4,1,y18,yellow,Desert Sucker,3,yes,76.2,0.38,0.05,5,1,0,24,riffle,N,0,0,100,N 34.23.097,W 111.39.512,1,1,,,,,,,,
7,4,1,y25,yellow,Desert Sucker,4.5,yes,114.3,0.6,0.06,5,0.541666667,0,13,riffle,N,0,0,100,N 34.23.095,W 111.39.510,1,1,,,,,,,,
7,4,1,y26,yellow,Desert Sucker,5,yes,127,0.32,0.45,4,1,0,24,riffle,N,0,0,100,N 34.23.096,W 111.39.513,1,3,,,,,,,,
7,4,1,y3,yellow,Desert Sucker,3,yes,76.2,0.38,0.31,5,0.75,0,18,riffle,N,0,0,100,N 34.23.081,W 111.39.503,1,1,,,,,,,,
7,4,1,y30,yellow,Desert Sucker,4,yes,101.6,0.56,0.65,4,0.75,0,18,riffle,N,0,0,100,N 34.23.099,W 111.39.513,1,9,,,,,,,,
7,4,1,y33,yellow,Desert Sucker,6,yes,152.4,0.54,0.26,5,1,0,24,riffle,N,0,0,100,N 34.23.092,W 111.39.505,1,1,,,,,,,,
7,4,1,y36,yellow,Desert Sucker,3,yes,76.2,0.44,0.31,5,0.5,0,12,riffle,N,0,0,100,N 34.23.093,W 111.39.513,1,4,,,,,,,,
7,4,1,y37,yellow,Desert Sucker,4,yes,101.6,0.6,0.19,5,0.333333333,0,8,riffle,N,0,0,100,N 34.23.087,W 111.39.504,1,2,,,,,,,,
7,4,1,y39,yellow,Desert Sucker,4,yes,101.6,0.44,0.77,4,0.833333333,0,20,riffle,N,0,0,100,N 34.23.098,W 111.39.516,1,4,,,,,,,,
7,4,1,y44,yellow,Desert Sucker,5,yes,127,0.58,0.45,5,0.541666667,0,13,run,N,0,0,100,N 34.23.121,W 111.39.529,1,1,,,,,,,,
7,4,1,y45,yellow,Desert Sucker,6,yes,152.4,0.54,0.34,4,0.25,0,6,run,N,0,0,100,N 34.23.101,W 111.39.517,1,2,,,,,,,,
7,4,1,y49,yellow,Desert Sucker,6,yes,152.4,0.32,-0.05,5,0.458333333,0,11,riffle,N,0,0,100,N 34.23.098,W 111.39.509,1,1,,,,,,,,
7,4,1,y5,yellow,Speckled Dace,3,yes,76.2,0.39,-0.08,5,0.75,0,18,riffle,N,0,0,100,N 34.23.088,W 111.39.503,,,,,,,1,1,,
7,4,1,y6,yellow,Desert Sucker,3,yes,76.2,0.54,0.23,5,1,0,24,riffle,N,0,0,100,N 34.23.079,W 111.39.496,1,1,,,,,,,,
7,4,1,y9,yellow,Desert Sucker,6,yes,152.4,0.56,0.12,5,0.583333333,0,14,riffle,N,0,0,100,N 34.23.092,W 111.39.507,1,2,,,,,,,,
2,5,1,o206,orange,Roundtail,3,yes,76.2,0.41,0.01,4,1,0,24,riffle,N,0,0,100,N 34.24.269,W 111.36.984,,,1,10,,,,,,
2,5,1,o103,orange,Roundtail,4,yes,101.6,0.78,0.13,1,0.708333333,30,17,pool,N,0,30,70,N 34.24.253,W 111.37.005,,,1,8,,,,,,
2,5,1,o161,orange,Roundtail,4,yes,101.6,0.74,0.27,1,1,0,24,run,N,0,0,100,N 34.24.287,W 111.36.964,,,1,8,,,,,,
2,5,1,o159,orange,Roundtail,4,yes,101.6,0.91,0.27,4,0.458333333,0,11,pool,N,0,0,100,N 34.24.250,W 111.37.002,,,1,7,,,,,,
2,5,1,o48,orange,Roundtail,3,yes,76.2,0.64,0.21,4,0.875,0,21,pool,N,0,0,100,N 34.24.248,W 111.37.002,,,1,6,,,,,,
2,5,1,o106,orange,Roundtail,3,yes,76.2,1,-0.02,5,0.25,0,6,riffle,N,0,0,100,N 34.24.294,W 111.36.955,,,1,5,,,,,,
2,5,1,o108,orange,Roundtail,6,yes,152.4,0.69,0.13,1,0.75,0,18,run,N,0,0,100,N 34.24.288,W 111.36.960,,,1,4,,,,,,
2,5,1,o119,orange,Roundtail,4,yes,101.6,0.71,0.11,5,0.291666667,0,7,riffle,N,0,0,100,N 34.24.265,W 111.36.986,,,1,4,,,,,,
2,5,1,o140,orange,Roundtail,4,yes,101.6,1.18,-0.02,5,0.291666667,0,7,pool,N,0,0,100,N 34.24.263,W 111.36.996,,,1,4,,,,,,
2,5,1,o148,orange,Roundtail,3,yes,76.2,0.76,-0.02,5,0.541666667,0,13,riffle,N,0,0,100,N 34.24.293,W 111.36.955,,,1,4,,,,,,
2,5,1,o179,orange,Roundtail,3,yes,76.2,0.62,-0.02,1,0.208333333,0,5,riffle,N,0,0,100,N 34.24.266,W 111.36.988,,,1,4,,,,,,
2,5,1,o101,orange,Roundtail,3,yes,76.2,0.88,0.14,5,0.25,0,6,pool,N,0,0,100,N 34.24.252,W 111.37.006,,,1,3,,,,,,
2,5,1,o124,orange,Roundtail,3,yes,76.2,0.62,-0.03,1,1,0,24,riffle,N,0,0,100,N 34.24.272,W 111.36.983,,,1,3,,,,,,
2,5,1,o128,orange,Roundtail,3,yes,76.2,0.57,0,4,1,80,24,riffle,N,20,60,20,N 34.24.272,W 111.36.987,,,1,3,,,,,,
2,5,1,o131,orange,Roundtail,3,yes,76.2,0.54,-0.03,5,0.666666667,0,16,riffle,N,0,0,100,N 34.24.274,W 111.36.983,,,1,3,,,,,,
2,5,1,o132,orange,Roundtail,3,yes,76.2,0.88,-0.01,2,0.833333333,60,20,pool,N,0,60,40,N 34.24.254,W 111.37.003,,,1,3,,,,,,
2,5,1,o173,orange,Roundtail,3,yes,76.2,0.77,0.42,4,0.958333333,0,23,run,N,0,0,100,N 34.24.291,W 111.36.954,,,1,3,,,,,,
2,5,1,o20,orange,Roundtail,4,yes,101.6,0.82,0.23,5,0.958333333,0,23,riffle,N,0,0,100,N 34.24.277,W 111.36.977,,,1,3,,,,,,
2,5,1,o100,orange,Roundtail,6,yes,152.4,1.28,-0.01,5,0.166666667,25,4,riffle,N,10,15,75,N 34.24.264,W 111.36.994,,,1,2,,,,,,
2,5,1,o115,orange,Roundtail,3,yes,76.2,0.64,0.35,4,0.958333333,0,23,run,N,0,0,100,N 34.24.291,W 111.36.956,,,1,2,,,,,,
2,5,1,o122,orange,Roundtail,7,yes,177.8,1.5,0.1,1,0.333333333,0,8,pool,N,0,0,100,N 34.24.259,W 111.36.996,,,1,2,,,,,,
2,5,1,o134,orange,Roundtail,6,yes,152.4,0.93,0,4,0.833333333,50,20,riffle,N,50,0,50,N 34.24.266,W 111.36.991,,,1,2,,,,,,
2,5,1,o135,orange,Roundtail,3,yes,76.2,1.5,0,0,0.666666667,0,16,pool,N,0,0,100,N 34.24.258,W 111.36.995,,,1,2,,,,,,
2,5,1,o141,orange,Roundtail,5,yes,127,0.65,0,1,1,100,24,riffle,N,80,20,0,N 34.24.273,W 111.36.981,,,1,2,,,,,,
2,5,1,o143,orange,Roundtail,4,yes,101.6,0.5,0.28,5,0.833333333,0,20,run,N,0,0,100,N 34.24.283,W 111.36.974,,,1,2,,,,,,
2,5,1,o166,orange,Roundtail,4,yes,101.6,0.61,0.01,1,0.875,0,21,riffle,N,0,0,100,N 34.24.278,W 111.36.979,,,1,2,,,,,,
2,5,1,o213,orange,Roundtail,4,yes,101.6,0.82,0.31,1,0.833333333,0,20,run,N,0,0,100,N 34.24.284,W 111.36.966,,,1,2,,,,,,
2,5,1,o29,orange,Roundtail,3,yes,76.2,1.24,0.1,1,0.791666667,20,19,pool,N,0,20,80,N 34.24.254,W 111.36.998,,,1,2,,,,,,
2,5,1,o102,orange,Roundtail,4,yes,101.6,0.73,0,5,0.833333333,0,20,run,N,0,0,100,N 34.24.289,W 111.36.965,,,1,1,,,,,,
2,5,1,o107,orange,Roundtail,4,yes,101.6,0.67,0.01,5,0.875,0,21,riffle,N,0,0,100,N 34.24.279,W 111.36.974,,,1,1,,,,,,
2,5,1,o109,orange,Roundtail,4,yes,101.6,0.5,0.28,5,0.875,0,21,run,N,0,0,100,N 34.24.281,W 111.36.969,,,1,1,,,,,,
2,5,1,o110,orange,Roundtail,5,yes,127,0.59,-0.04,5,1,0,24,riffle,N,0,0,100,N 34.24.280,W 111.36.975,,,1,1,,,,,,
2,5,1,o112,orange,Roundtail,6,yes,152.4,0.78,0.4,5,0.708333333,0,17,riffle,N,0,0,100,N 34.24.272,W 111.36.981,,,1,1,,,,,,
2,5,1,o113,orange,Roundtail,5,yes,127,0.68,0.08,5,0.458333333,0,11,pool,N,0,0,100,N 34.24.253,W 111.37.004,,,1,1,,,,,,
2,5,1,o114,orange,Roundtail,4,yes,101.6,0.76,-0.01,5,0.708333333,0,17,riffle,N,0,0,100,N 34.24.277,W 111.36.974,,,1,1,,,,,,
2,5,1,o12,orange,Roundtail,5,yes,127,0.58,-0.01,5,0.375,0,9,riffle,N,0,0,100,N 34.24.272,W 111.36.983,,,1,1,,,,,,
2,5,1,o121,orange,Roundtail,7,yes,177.8,0.53,-0.09,5,1,0,24,riffle,N,0,0,100,N 34.24.269,W 111.36.982,,,1,1,,,,,,
2,5,1,o133,orange,Roundtail,6,yes,152.4,0.66,0.03,5,0.833333333,5,20,run,N,5,0,95,N 34.24.285,W 111.36.971,,,1,1,,,,,,
2,5,1,o139,orange,Roundtail,4,yes,101.6,0.6,0.21,4,0.708333333,0,17,riffle,N,0,0,100,N 34.24.277,W 111.36.980,,,1,1,,,,,,
2,5,1,o155,orange,Roundtail,6,yes,152.4,0.92,0.44,5,0.833333333,0,20,riffle,N,0,0,100,N 34.24.279,W 111.36.976,,,1,1,,,,,,
2,5,1,o177,orange,Roundtail,4,yes,101.6,0.62,0.04,5,0.75,0,18,riffle,N,0,0,100,N 34.24.278,W 111.36.975,,,1,1,,,,,,
2,5,1,o191,orange,Roundtail,5,yes,127,0.9,0.1,5,0.333333333,0,8,run,N,0,0,100,N 34.24.292,W 111.36.958,,,1,1,,,,,,
2,5,1,o204,orange,Roundtail,6,yes,152.4,1.5,0,5,0.416666667,0,10,pool,N,0,0,100,N 34.24.259,W 111.36.996,,,1,1,,,,,,
2,5,1,o205,orange,Roundtail,3,yes,76.2,0.78,0.42,5,0.291666667,0,7,run,N,0,0,100,N 34.24.289,W 111.36.957,,,1,1,,,,,,
2,5,1,o207,orange,Roundtail,4,yes,101.6,0.52,0.03,5,0.833333333,0,20,riffle,N,0,0,100,N 34.24.275,W 111.36.985,,,1,1,,,,,,
2,5,1,o23,orange,Roundtail,7,yes,177.8,0.45,-0.01,5,0.875,50,21,riffle,N,50,0,50,N 34.24.276,W 111.36.980,,,1,1,,,,,,
2,5,1,o24,orange,Roundtail,3,yes,76.2,0.86,0.07,5,1,0,24,riffle,Y,0,0,100,N 34.24.278,W 111.36.978,,,1,1,,,,,,
2,5,1,o27,orange,Roundtail,5,yes,127,0.4,0.1,5,0.833333333,20,20,run,N,20,0,80,N 34.24.284,W 111.36.968,,,1,1,,,,,,
2,5,1,o37,orange,Roundtail,4,yes,101.6,0.52,0.06,5,1,0,24,run,N,0,0,100,N 34.24.282,W 111.36.969,,,1,1,,,,,,
2,5,1,o49,orange,Roundtail,5,yes,127,0.54,0.04,1,0.083333333,0,2,riffle,N,0,0,100,N 34.24.270,W 111.36.988,,,1,1,,,,,,
2,5,1,Available,Available,Available,Available,Available,Available,1.04,0.05,0,1,70,,pool,,,,,,,0,0,0,0,0,0,0,0,0,0
2,5,1,Available,Available,Available,Available,Available,Available,1.2,0.17,3.8,0.5,0,,pool,,,,,,,0,0,0,0,0,0,0,0,0,0
2,5,1,Available,Available,Available,Available,Available,Available,1.26,0.12,4.2,0.708333333,0,,pool,,,,,,,0,0,0,0,0,0,0,0,0,0
2,5,1,Available,Available,Available,Available,Available,Available,1.28,0.08,1,0.875,0,,pool,,,,,,,0,0,0,0,0,0,0,0,0,0
2,5,1,Available,Available,Available,Available,Available,Available,0.88,0,4.2,0.75,0,,pool,,,,,,,0,0,0,0,0,0,0,0,0,0
2,5,1,Available,Available,Available,Available,Available,Available,0.78,0.2,5,0.625,40,,pool,,,,,,,0,0,0,0,0,0,0,0,0,0
2,5,1,Available,Available,Available,Available,Available,Available,1.5,0,5,0,0,,pool,,,,,,,0,0,0,0,0,0,0,0,0,0
2,5,1,Available,Available,Available,Available,Available,Available,1.5,0,2.6,0,0,,pool,,,,,,,0,0,0,0,0,0,0,0,0,0
2,5,1,Available,Available,Available,Available,Available,Available,1.5,0,1,0,0,,pool,,,,,,,0,0,0,0,0,0,0,0,0,0
2,5,1,Available,Available,Available,Available,Available,Available,1.5,0.3,3.4,0.333333333,50,,pool,,,,,,,0,0,0,0,0,0,0,0,0,0
2,5,1,Available,Available,Available,Available,Available,Available,1.5,0.31,4.5,1,60,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
2,5,1,Available,Available,Available,Available,Available,Available,1.5,0,2.1,0.208333333,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
2,5,1,Available,Available,Available,Available,Available,Available,1.5,0,3,0.166666667,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
2,5,1,Available,Available,Available,Available,Available,Available,1.5,0,1.8,0.666666667,40,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
2,5,1,Available,Available,Available,Available,Available,Available,1.16,0,3.8,0.291666667,50,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
2,5,1,Available,Available,Available,Available,Available,Available,0.15,-0.06,4.2,0.75,0,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
2,5,1,Available,Available,Available,Available,Available,Available,0.7,1.5,5,0.5,0,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
2,5,1,Available,Available,Available,Available,Available,Available,0.59,-0.02,2,0.25,10,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
2,5,1,Available,Available,Available,Available,Available,Available,0.84,0,5,1,70,,pool,,,,,,,0,0,0,0,0,0,0,0,0,0
2,5,1,Available,Available,Available,Available,Available,Available,0.58,0,5,0.875,60,,pool,,,,,,,0,0,0,0,0,0,0,0,0,0
2,5,1,Available,Available,Available,Available,Available,Available,0.26,0.37,5,1,0,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
2,5,1,Available,Available,Available,Available,Available,Available,0.32,1.62,5,0.916666667,0,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
2,5,1,Available,Available,Available,Available,Available,Available,0.1,1.31,5,0.291666667,0,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
2,5,1,Available,Available,Available,Available,Available,Available,0.34,-0.05,5,0.791666667,30,,pool,,,,,,,0,0,0,0,0,0,0,0,0,0
2,5,1,Available,Available,Available,Available,Available,Available,0.52,0.01,4,0.958333333,40,,pool,,,,,,,0,0,0,0,0,0,0,0,0,0
2,5,1,Available,Available,Available,Available,Available,Available,0.39,0.02,5,1,0,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
2,5,1,Available,Available,Available,Available,Available,Available,0.54,-0.01,5,0.791666667,0,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
2,5,1,Available,Available,Available,Available,Available,Available,0.7,0.77,5,0.791666667,0,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
2,5,1,Available,Available,Available,Available,Available,Available,0.66,0.86,5,0.75,0,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
2,5,1,Available,Available,Available,Available,Available,Available,0.28,0.31,5,0.666666667,0,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
2,5,1,Available,Available,Available,Available,Available,Available,0.28,0.71,5,1,5,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
2,5,1,Available,Available,Available,Available,Available,Available,0.58,0.07,5,0.708333333,0,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
2,5,1,Available,Available,Available,Available,Available,Available,0.76,0.96,5,0.75,0,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
2,5,1,Available,Available,Available,Available,Available,Available,0.85,0.41,5,0.875,0,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
2,5,1,Available,Available,Available,Available,Available,Available,0.92,-0.03,4.5,1,0,,riffle,,,,,,,0,0,0,0,0,0,0,0,0,0
2,5,1,Available,Available,Available,Available,Available,Available,0.58,0.25,5,0.791666667,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
2,5,1,Available,Available,Available,Available,Available,Available,0.48,0.62,5,0.666666667,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
2,5,1,Available,Available,Available,Available,Available,Available,0.51,0.23,5,0.458333333,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
2,5,1,Available,Available,Available,Available,Available,Available,0.62,0.26,5,0.375,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
2,5,1,Available,Available,Available,Available,Available,Available,0.57,0.19,5,1,50,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
2,5,1,Available,Available,Available,Available,Available,Available,0.72,0.2,5,1,100,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
2,5,1,Available,Available,Available,Available,Available,Available,0.88,0.2,3.8,0.916666667,40,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
2,5,1,Available,Available,Available,Available,Available,Available,0.56,0.35,5,0.833333333,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
2,5,1,Available,Available,Available,Available,Available,Available,0.72,0.22,5,0.875,5,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
2,5,1,Available,Available,Available,Available,Available,Available,0.12,0,0,1,100,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
2,5,1,Available,Available,Available,Available,Available,Available,0.42,0.28,5,0.958333333,5,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
2,5,1,Available,Available,Available,Available,Available,Available,0.54,0.2,5,0.666666667,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
2,5,1,Available,Available,Available,Available,Available,Available,0.89,0.2,5,1,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
2,5,1,Available,Available,Available,Available,Available,Available,0.84,0.27,5,0.416666667,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
2,5,1,Available,Available,Available,Available,Available,Available,0.88,0.05,5,0.291666667,5,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
2,5,1,Available,Available,Available,Available,Available,Available,0.46,0.24,5,1,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
2,5,1,Available,Available,Available,Available,Available,Available,0.9,0.34,4.1,1,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
2,5,1,Available,Available,Available,Available,Available,Available,1.03,0.2,1.8,0.708333333,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
2,5,1,Available,Available,Available,Available,Available,Available,1.36,0.03,5,0.75,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
2,5,1,Available,Available,Available,Available,Available,Available,0.5,0.09,5,0.75,0,,run,,,,,,,0,0,0,0,0,0,0,0,0,0
2,5,1,g1,green,Speckled Dace,3,yes,76.2,0.92,0.34,4,0.541666667,0,13,riffle,N,0,0,100,N 34.24.264,W 111.36.990,,,,,,,1,2,,
2,5,1,g10,green,Desert Sucker,3,yes,76.2,1.44,-0.05,1,0.291666667,0,7,riffle,N,0,0,100,N 34.24.295,W 111.36.951,1,1,,,,,1,1,,
2,5,1,g13,green,Speckled Dace,3,yes,76.2,1.28,-0.01,5,0.291666667,0,7,riffle,N,0,0,100,N 34.24.295,W 111.36.951,,,,,,,1,2,,
2,5,1,g15,green,Speckled Dace,3,yes,76.2,0.88,0.2,5,1,0,24,run,N,0,0,100,N 34.24.285,W 111.36.961,,,,,,,1,1,,
2,5,1,g16,green,Desert Sucker,3,yes,76.2,0.91,0.27,5,0.125,0,3,riffle,N,0,0,100,N 34.24.294,W 111.36.953,1,2,,,,,1,1,,
2,5,1,g23,green,Speckled Dace,3,yes,76.2,0.69,0.08,5,0.583333333,0,14,riffle,N,0,0,100,N 34.24.279,W 111.36.973,,,,,,,1,1,,
2,5,1,g29,green,Speckled Dace,3,yes,76.2,0.46,0.02,5,0.916666667,0,22,riffle,N,0,0,100,N 34.24.275,W 111.36.980,,,,,,,1,1,,
2,5,1,g35,green,Speckled Dace,3,yes,76.2,0.38,0.22,4,0.833333333,50,20,run,Y,0,50,50,N 34.24.287,W 111.36.968,,,,,,,1,3,,
